list_offer,id,crypto_price,usd_price,from,to,time,collection,rarity,qty
                     Offer                    ,9048,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,4599,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,5717,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,5716,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2387,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3497,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,6828,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3498,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,167,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1273,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2381,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2384,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,6823,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,7933,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2382,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,5714,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2383,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,9044,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,6825,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,5713,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3489,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,5709,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,6820,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1269,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,4591,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2377,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,5710,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,7929,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,4593,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,6821,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,9039,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,4589,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,6817,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3486,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,7897,                        58 WETH                       ,"$101,730.26 ",                      OneDae-Cold-1                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,154,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,9034,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1265,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,9036,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,5706,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,7926,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,9037,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,4584,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,7921,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,151,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,7922,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,6813,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,5701,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,9033,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,5702,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1262,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2372,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,7923,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,7918,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,5698,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,4580,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2368,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,4581,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,6809,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3478,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,147,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,6810,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1258,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,146,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,144,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,9025,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1254,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1251,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2364,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,7914,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,6804,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,4577,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3474,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,5695,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2365,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,138,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,4574,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,6801,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,6802,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,4573,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1249,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,7911,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,9020,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,7909,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3471,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,7910,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1247,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,4569,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,136,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,7907,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,9017,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,135,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3465,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,6798,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,5687,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,4570,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2357,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,132,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,5683,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,4565,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,5682,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3460,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,131,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3462,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1242,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2352,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,6793,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,4564,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,128,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,7899,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,127,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,9007,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,5678,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,6789,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,9009,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2348,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,4561,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1237,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,126,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,5675,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2344,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,123,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1234,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,4556,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3454,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,5674,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,6783,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2343,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,4557,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3455,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,9006,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2345,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,4554,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,120,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,6782,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,9001,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,4553,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,7890,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,5671,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,5672,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3451,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,7891,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2341,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,7886,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3447,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,7887,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2336,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1225,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1226,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,1227,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,5668,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,4550,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,2337,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,7888,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,111,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3444,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,7883,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,6774,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,8994,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,3441,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
                     Offer                    ,5663,                        0.010 WETH                       ,$17.54 ,                      NFTinitcom_BLUR-CHEAP...                     ,                    ---                   ,                     3d ago                    ,,,
